,user_id,question_id,mid,Overall DA Score,Content Adequacy,Conciseness,Fluency,sourcerer_id
1942,TPsV90U7OvmFne2E5Blv,80,4.0,88.0,5.0,4.0,5.0,19488868
2340,9cXBjGdLIeVfAxDPz15t,167,1.0,0.0,1.0,1.0,1.0,26086319
32,gwco2bE4TEA8XLCpxsJ0,88,2.0,61.0,5.0,5.0,5.0,22907975
4824,P6bB6yYM2SN4SqvG4ov4,190,4.0,80.0,5.0,5.0,3.0,27798040
1550,aSYgVGUp3jpTQ7g2sOJk,41,1.0,100.0,5.0,5.0,5.0,19281495
3215,cuQhqYgprMUVViT96DQm,192,4.0,50.0,4.0,5.0,5.0,36404888
2349,S7h77TaGu9vO4UxJiNul,167,4.0,1.0,1.0,1.0,1.0,26086319
3245,IdVkr1qUMzlvXabrkXjy,220,5.0,0.0,1.0,1.0,4.0,8474832
377,cQKA2JC8BgDHjWZ1zBQB,65,3.0,98.0,5.0,5.0,5.0,8938055
5109,t8Q58CA6780U32ZsMR0T,417,5.0,30.0,2.0,2.0,5.0,47469111
5443,bmrBYCnNNuEsKhIMzikX,228,2.0,20.0,2.0,5.0,4.0,20365622
244,YysosahQfADdXTvCfgoc,244,4.0,49.0,0.0,0.0,0.0,45750631
5565,WdquHFgaoiwJi43Ms429,327,4.0,0.0,1.0,1.0,1.0,50352127
4187,tHUbYu3L0v8XX4z856S9,418,2.0,50.0,2.0,2.0,2.0,9014096
1772,XFvy1ChD65gtfDauQ3eI,274,2.0,50.0,3.0,3.0,3.0,19470642
5155,XFvy1ChD65gtfDauQ3eI,392,3.0,10.0,2.0,2.0,1.0,14466898
5783,Zfu08dIuWInAu4nIUNDz,83,2.0,66.0,2.0,3.0,3.0,22624990
4413,KptsCpo0xHaCjbdVcjut,350,2.0,95.0,5.0,5.0,5.0,1782778
1116,rIEaQUVyFjLLQnbsVQyi,319,3.0,66.0,5.0,5.0,5.0,29599180
547,JN2WnugRuU3JVMlJCoFk,445,3.0,57.0,4.0,4.0,4.0,29937810
713,PAdexIEu1dK4KU73pzhM,47,1.0,59.0,3.0,4.0,4.0,4453618
1540,UjLHllYXeqxAoTQ4usFD,41,3.0,10.0,2.0,1.0,2.0,19281495
4684,hSc9bVlUTQElUGKudDXZ,33,5.0,0.0,1.0,1.0,1.0,46026380
779,5K6WZP9bRHaNYytPegd8,195,1.0,30.0,2.0,4.0,3.0,34302762
1502,8aeVM4TTAhmAI07Y3jDW,0,1.0,25.0,4.0,3.0,4.0,35552046
231,soo7FGnITKEf0ZpQ3GD1,224,2.0,15.0,3.0,4.0,5.0,38221399
1574,KaXv5PGnIV5OFof5Wfjj,73,1.0,0.0,0.5,1.5,1.5,40443898
843,znNzgEmHdCmkSURBIugZ,395,5.0,1.0,0.0,0.0,0.0,22624819
1547,Zquktfz2TbNHikrJpUAd,41,4.0,1.0,0.0,0.0,0.0,19281495
4435,VfKeOxeB1P2UekF2QUeT,427,0.0,90.0,5.0,4.0,5.0,43420223
5339,UoKGYb2XEeX2SBgcdojf,431,1.0,60.0,4.0,4.0,4.0,3845774
5509,xO8hpTrET6cmtyh2yJwI,404,2.0,87.0,4.0,4.0,4.0,19662092
787,5o0BzOf8tB5Nmqq0PZhq,195,3.0,5.0,1.0,1.0,1.0,34302762
3905,mDEmNahiITv9vuVny55d,330,4.0,3.0,0.0,0.0,0.0,6525166
3180,GycJtshGCA9pHa1p5hmt,169,5.0,0.0,1.0,1.0,4.0,46997604
4097,gOKtAzP0oMuWAYEDOF3n,61,2.0,78.0,3.0,4.0,5.0,18927746
3854,Ge0yEbBtGnAAVH8y2PYy,209,1.0,47.0,2.0,2.0,2.0,37398648
5969,mB2V9fWWVxtImO85m0Y9,370,3.0,26.0,3.0,4.0,3.0,34415375
4548,N0Wt7dOOpR3GliGdo9XT,371,1.0,1.0,0.0,0.0,0.0,38892640
406,RJd0nGSZhsVVB4DLtIEx,182,4.0,47.0,3.0,3.0,3.0,39841857
4326,ZAnCEHfIyt2TEHHicPRw,243,4.0,37.0,1.0,2.0,4.0,39456345
803,z9g4k002jw6NYLQEydmy,291,1.0,80.0,3.0,3.0,5.0,28921191
320,msNRLXUPiFScVUCZAgJm,386,4.0,31.0,3.0,3.0,2.0,45046749
1537,UjLHllYXeqxAoTQ4usFD,41,0.0,75.0,3.0,3.0,4.0,19281495
3959,GycJtshGCA9pHa1p5hmt,428,4.0,100.0,5.0,5.0,4.0,50852673
1888,unLy4bVh7N8PYlTn4NHc,391,4.0,11.0,5.0,2.0,2.0,39299578
2079,KN4s0ZJu7Ftc2CYAvnW6,411,3.0,100.0,5.0,5.0,5.0,38892343
1561,61EUfStVQAOL4j72VFKE,73,0.0,76.0,3.0,3.0,5.0,40443898
3304,VL0eu9iS1J787bjluUut,268,4.0,80.0,5.0,4.0,4.0,50026225
6257,kT24MIhszBzntO4n7mJt,2,4.0,29.0,1.0,4.0,5.0,21098833
5875,Yn00SUuBqT8dQE2HtuiS,384,4.0,44.0,5.0,5.0,5.0,48959189
5264,YysosahQfADdXTvCfgoc,416,4.0,27.0,1.0,1.0,1.0,35555543
5336,fslyVjohF4u2pSiW3MhW,431,3.0,100.0,5.0,5.0,5.0,3845774
2331,Yn00SUuBqT8dQE2HtuiS,304,4.0,74.0,5.0,5.0,5.0,43450751
4059,HHWOgcVvCMlLsOQwTKlu,408,0.0,28.0,1.0,1.0,3.0,22623106
5788,eZFzXOAO0rISvqH4zZzA,83,1.0,37.0,3.0,2.0,3.0,22624990
549,JN2WnugRuU3JVMlJCoFk,445,5.0,2.0,1.0,2.0,1.0,29937810
551,7WARaAOYu0WDD6E0k3RW,445,1.0,50.0,3.0,3.0,5.0,29937810
5067,AsuPCbpO7wbftRH8EaZ9,311,5.0,51.0,4.0,5.0,5.0,28952113
3054,fslyVjohF4u2pSiW3MhW,312,3.0,100.0,5.0,5.0,5.0,8435765
5102,fslyVjohF4u2pSiW3MhW,417,4.0,95.0,5.0,4.0,5.0,47469111
611,dPR5jrXz9wc8eW4j5orO,29,1.0,10.0,3.0,2.0,2.0,18275565
4211,QTiIqEmMuWtCu6ustxKd,412,2.0,54.0,3.0,4.0,4.0,46795331
4010,HHWOgcVvCMlLsOQwTKlu,344,3.0,1.0,1.0,1.0,1.0,26493600
1062,4vFy2PQCPzpr3GaKtStL,211,0.0,60.0,2.0,2.0,2.0,33179801
3479,X4hP4eDxUETM5pkjAjOQ,204,4.0,90.0,5.0,5.0,4.0,19344363
137,3c8IvYr1u716Rb07ouQQ,390,2.0,70.0,3.0,3.0,0.0,27765938
811,3c8IvYr1u716Rb07ouQQ,366,3.0,33.0,2.0,3.0,2.0,18925500
2357,9cXBjGdLIeVfAxDPz15t,226,0.0,32.0,1.0,1.0,1.0,251151
3521,OPdwL3eFlCjEM3YC9ERY,440,4.0,60.0,3.0,4.0,4.0,23312490
2550,wsOTwqJfwvbj9rmKVjdp,353,3.0,76.0,5.0,5.0,5.0,299220
6358,HakHb8XhGk5YsiVFZIdR,378,4.0,96.0,5.0,5.0,5.0,50996793
2937,E0yVLdMEnSemeJrQJi3r,273,2.0,79.0,3.0,3.0,2.0,3501100
3503,YvpO5sRN0Gowv42miDNX,247,4.0,80.0,5.0,5.0,5.0,6522465
863,3uOmCCerRqDdaUv2EKCI,369,1.0,2.0,1.0,2.0,5.0,29856529
2683,Buwn3jCbHjCP3fdPfok4,321,0.0,99.0,4.0,4.0,4.0,39233009
5014,VL0eu9iS1J787bjluUut,252,0.0,90.0,5.0,4.0,5.0,19344556
2124,8aeVM4TTAhmAI07Y3jDW,11,0.0,70.0,4.0,3.0,3.0,15539704
5301,XFvy1ChD65gtfDauQ3eI,437,5.0,5.0,1.0,1.0,2.0,19376329
4492,n4gs36NizDth5YGJW6S4,305,3.0,8.0,2.0,2.0,1.0,47666770
2133,RTGqHBjTkY28r0TF7XZj,11,3.0,3.0,1.0,1.0,1.0,15539704
1629,cuQhqYgprMUVViT96DQm,286,2.0,100.0,4.0,4.0,4.0,26546706
5540,d9WrbtGR74qRLmJQdEvs,76,3.0,100.0,5.0,5.0,5.0,15690668
3485,fbWf4WnRVFLE1nI1EAo9,204,4.0,70.0,4.0,5.0,5.0,19344363
4871,QTiIqEmMuWtCu6ustxKd,237,5.0,3.0,0.0,0.0,0.0,29601958
4668,OAiKCL5X9PHnTOL1n4oB,33,1.0,40.0,3.0,3.0,5.0,46026380
5705,yU2XWyWQ2FRZGuuYJRL3,174,0.0,30.0,3.0,5.0,4.0,42757537
5121,VEIASWam8JwJZCTh9Fpm,206,5.0,10.0,1.0,2.0,2.0,41973947
1653,6Cm8weQgEFOtTgu3LRbO,324,3.0,30.0,2.0,2.0,3.0,12533100
2788,dPR5jrXz9wc8eW4j5orO,89,3.0,10.0,2.0,2.0,3.0,40943527
4945,VHOq72nCE0glOazhgD74,269,1.0,2.0,1.0,1.0,5.0,44730585
1237,5K6WZP9bRHaNYytPegd8,322,0.0,75.0,4.0,4.0,3.0,40936796
5144,lA4bTekYoZv3RdexYbJJ,258,4.0,100.0,5.0,5.0,5.0,10214108
6135,f725lCiZsiPEeyVrBbLq,295,2.0,11.0,2.0,2.0,2.0,22076443
3762,QA3ylciNtHoySYQSzLVt,3,5.0,12.0,1.0,1.0,1.0,9346841
1417,Buwn3jCbHjCP3fdPfok4,280,0.0,90.0,4.0,4.0,4.0,44731438
3505,XSg7MUuDXa7ZJKI4rkrO,440,0.0,56.0,3.0,3.0,4.0,23312490
4404,YysosahQfADdXTvCfgoc,298,5.0,27.0,2.0,2.0,2.0,26411832
5954,aSYgVGUp3jpTQ7g2sOJk,62,5.0,60.0,3.0,4.0,5.0,257278
2269,fCVk8MAnGWNW6hkV00qY,84,1.0,70.0,3.0,4.0,5.0,19378538
4250,Iiohi8pJ0qk5etpRSPmX,188,5.0,50.0,2.0,1.0,2.0,19281389
5089,soo7FGnITKEf0ZpQ3GD1,352,3.0,15.0,2.0,3.0,3.0,29853027
944,cuQhqYgprMUVViT96DQm,257,1.0,31.0,2.0,3.0,3.0,42172687
3508,XSg7MUuDXa7ZJKI4rkrO,440,3.0,55.0,4.0,5.0,4.0,23312490
1435,EborwT4TWEmbhWWsul97,314,0.0,80.0,4.0,4.0,3.0,19478107
6354,HakHb8XhGk5YsiVFZIdR,378,0.0,3.0,1.0,1.0,1.0,50996793
2991,E0yVLdMEnSemeJrQJi3r,349,5.0,0.0,1.0,4.0,5.0,22407835
2633,BeAO9W4lwF08EAy9rMZz,270,4.0,80.0,3.0,5.0,5.0,48209632
1077,QTiIqEmMuWtCu6ustxKd,211,3.0,0.0,1.0,1.0,1.0,33179801
1042,VCo3HFgiyVv5UMdQt4p3,296,4.0,60.0,2.0,2.0,4.0,38531378
3314,VCo3HFgiyVv5UMdQt4p3,307,2.0,35.0,3.0,3.0,3.0,27834553
1908,6gJVVpQ8pVt9Gc8jJCiV,421,0.0,88.0,4.0,5.0,4.0,19516531
2651,BeAO9W4lwF08EAy9rMZz,301,4.0,26.0,3.0,5.0,3.0,19373849
1450,5o0BzOf8tB5Nmqq0PZhq,326,3.0,15.0,3.0,4.0,4.0,37563578
661,wC1jyRbcrzooZv86gNG1,50,3.0,39.0,5.0,5.0,3.0,17288943
3144,OVjmOs5xeX0M8mnIdieC,292,5.0,0.0,2.0,1.0,1.0,44408003
2060,cleAq2ioAlfn0f46Mm1C,379,2.0,2.0,1.0,1.0,5.0,3989480
3257,Z6NroubrUkexF0pG9cSt,220,5.0,2.0,1.0,3.0,3.0,8474832
6265,kT24MIhszBzntO4n7mJt,93,0.0,84.0,5.0,5.0,5.0,22161368
274,fbWf4WnRVFLE1nI1EAo9,267,4.0,18.0,2.0,2.0,4.0,19331685
4442,cleAq2ioAlfn0f46Mm1C,427,1.0,100.0,5.0,5.0,5.0,43420223
5662,hodFxC0Zh7z4CUT3x1Qq,407,5.0,5.0,1.0,2.0,3.0,40869615
4981,msNRLXUPiFScVUCZAgJm,336,3.0,60.0,2.0,5.0,5.0,19803053
5460,XFvy1ChD65gtfDauQ3eI,230,1.0,80.0,4.0,4.0,5.0,32773572
1678,XR6ZTlW6xLUKy0nyTAe9,360,4.0,83.0,4.0,4.0,4.0,19372919
3728,ruVJVEEGNraoVbEqkt4P,438,1.0,85.0,4.0,5.0,5.0,14641163
212,TdNqf3txQpuOZOCFm7qD,207,1.0,0.0,1.0,1.0,1.0,22407601
1652,6Cm8weQgEFOtTgu3LRbO,324,2.0,10.0,1.0,1.0,2.0,12533100
5811,eZFzXOAO0rISvqH4zZzA,95,0.0,85.0,4.0,4.0,5.0,9347576
3113,JN2WnugRuU3JVMlJCoFk,231,4.0,78.0,3.0,2.0,1.0,22623660
3292,z9g4k002jw6NYLQEydmy,240,4.0,20.0,3.0,2.0,3.0,29727458
6083,znNzgEmHdCmkSURBIugZ,409,3.0,1.0,0.0,0.0,0.0,7535196
2432,jnV89uMqb1Mj2A1msi8U,184,5.0,1.0,1.0,1.0,1.0,39233229
2067,jnV89uMqb1Mj2A1msi8U,379,3.0,80.0,1.0,1.0,4.0,3989480
1650,6Cm8weQgEFOtTgu3LRbO,324,0.0,80.0,4.0,3.0,3.0,12533100
5606,xO8hpTrET6cmtyh2yJwI,187,3.0,75.0,5.0,4.0,5.0,22672011
3235,VCo3HFgiyVv5UMdQt4p3,220,1.0,88.0,4.0,4.0,5.0,8474832
3334,VCo3HFgiyVv5UMdQt4p3,354,5.0,20.0,2.0,2.0,4.0,38221099
4129,KN4s0ZJu7Ftc2CYAvnW6,375,4.0,78.0,4.0,4.0,5.0,40093089
5892,YvpO5sRN0Gowv42miDNX,376,3.0,30.0,4.0,4.0,3.0,45006420
2485,9lsHIqEU05S9FuSeYfje,413,5.0,3.0,1.0,1.0,1.0,8242041
5582,OPdwL3eFlCjEM3YC9ERY,320,3.0,75.0,4.0,4.0,4.0,4012600
1932,6meICs11BcPhaKH5KOYf,80,0.0,100.0,5.0,5.0,5.0,19488868
2287,vuPBmi2wvNIdPX1PfVJy,94,1.0,14.0,2.0,3.0,2.0,23857914
4643,NIdEjKpTFpn3E4bmalCr,429,0.0,41.0,2.0,2.0,2.0,8943743
2265,8aeVM4TTAhmAI07Y3jDW,84,3.0,75.0,4.0,3.0,3.0,19378538
3024,yHkMWMZKqCs8Z1pJGYG3,213,3.0,79.0,5.0,3.0,2.0,18926276
4351,WQHc0FRbllerXiXsvmsW,430,0.0,17.0,1.0,2.0,2.0,6508952
108,4bTUXf5wr8916W7TAmyl,232,1.0,74.0,4.0,5.0,5.0,17285225
1445,xAYgvpZ61WfH1LSnRqWF,314,4.0,22.0,3.0,5.0,1.0,19478107
5308,SqCuzmWiDzIcnutktu2D,351,0.0,32.0,2.0,2.0,3.0,5581952
635,hsLqYRkRStC0SqhXPl5d,46,1.0,30.0,3.0,5.0,3.0,26285275
4149,vED1eKENkemCbW5c6DWQ,159,0.0,92.0,3.0,2.0,2.0,48102682
5780,m3a5VmFU7S7urEOq7Fbj,39,5.0,2.0,1.0,1.0,2.0,9009307
5674,soo7FGnITKEf0ZpQ3GD1,342,5.0,15.0,2.0,3.0,2.0,29726499
6312,ruVJVEEGNraoVbEqkt4P,173,0.0,45.0,2.0,3.0,5.0,14643175
559,ejGyEzlaAyDROrLeN4My,445,3.0,100.0,5.0,5.0,5.0,29937810
6041,qXpZApZsDZvs6V1beoaB,443,3.0,80.0,4.0,5.0,5.0,45459439
3767,nd8wtwq4wq3dKhekKNG4,3,4.0,15.0,3.0,3.0,1.0,9346841
2121,d6jWXAjuKLkRL7J6ApKn,340,3.0,0.0,1.0,1.0,1.0,22075763
5267,ejGyEzlaAyDROrLeN4My,416,1.0,14.0,1.0,0.0,0.0,35555543
2623,msNRLXUPiFScVUCZAgJm,205,0.0,100.0,5.0,5.0,4.0,43551180
5899,soo7FGnITKEf0ZpQ3GD1,376,4.0,10.0,2.0,3.0,4.0,45006420
4919,U753eBTzPIpXTxyht1A1,176,5.0,1.0,1.0,1.0,1.0,4113845
5526,jnV89uMqb1Mj2A1msi8U,216,1.0,40.0,5.0,5.0,5.0,43420700
5931,rX6gQVpnyBkdZyqQpRF0,331,0.0,5.0,1.0,2.0,3.0,10893837
4837,d9WrbtGR74qRLmJQdEvs,190,1.0,76.0,3.0,3.0,2.0,27798040
4178,I5Uefymq7ArJRht2oIgR,418,5.0,0.0,2.0,2.0,2.0,9014096
5320,cleAq2ioAlfn0f46Mm1C,351,0.0,34.0,3.0,3.0,2.0,5581952
140,3c8IvYr1u716Rb07ouQQ,390,5.0,4.0,1.0,1.0,1.0,27765938
1347,ROwE86JOiXSfcLK9rRZ5,234,2.0,100.0,5.0,5.0,5.0,43418757
5283,7WARaAOYu0WDD6E0k3RW,420,5.0,0.0,1.0,1.0,5.0,19281248
4685,nd8wtwq4wq3dKhekKNG4,33,0.0,69.0,4.0,3.0,2.0,46026380
6117,eL4vT1YKMm5vlmcVWC1y,343,2.0,3.0,1.0,5.0,5.0,44731329
6281,z9g4k002jw6NYLQEydmy,271,5.0,5.0,1.0,1.0,4.0,38220853
5244,SWFJsUqiJZj2n1MIiqcH,256,2.0,100.0,5.0,4.0,4.0,18925411
2099,Zfu08dIuWInAu4nIUNDz,51,5.0,8.0,1.0,1.0,0.0,5537554
3028,ENLTcnRq7pHxVGi6I80V,239,1.0,4.0,3.0,3.0,3.0,41799133
1413,5o0BzOf8tB5Nmqq0PZhq,280,2.0,3.0,1.0,3.0,1.0,44731438
1033,4bTUXf5wr8916W7TAmyl,296,1.0,70.0,4.0,4.0,4.0,38531378
612,dPR5jrXz9wc8eW4j5orO,29,2.0,10.0,2.0,3.0,4.0,18275565
2542,OPdwL3eFlCjEM3YC9ERY,353,1.0,10.0,2.0,5.0,2.0,299220
6189,gijtOxdkuIf4SgiDaHXI,72,2.0,72.0,4.0,4.0,4.0,20786588
4281,Qyp9meIsI0DfREC0v7wV,442,2.0,73.0,3.0,3.0,4.0,25479125
1296,5aL69R4cGufXOgFdiwDZ,193,5.0,3.0,1.0,1.0,1.0,19507113
260,OPdwL3eFlCjEM3YC9ERY,245,2.0,40.0,2.0,4.0,4.0,26614289
4882,tHUbYu3L0v8XX4z856S9,237,4.0,32.0,2.0,3.0,4.0,29601958
1516,RTGqHBjTkY28r0TF7XZj,0,3.0,1.0,1.0,1.0,1.0,35552046
3327,yTQXTibyjIv1EG1BBAaZ,307,3.0,77.0,4.0,4.0,3.0,27834553
4717,kyi3OScZJOFiMzyFGaAJ,92,2.0,90.0,4.0,5.0,5.0,25124049
4283,Qyp9meIsI0DfREC0v7wV,442,4.0,90.0,4.0,4.0,4.0,25479125
4340,d6jWXAjuKLkRL7J6ApKn,215,0.0,2.0,2.0,3.0,3.0,16423869
149,2A3vufN4i9rjh7rWaFyh,441,2.0,15.0,1.0,1.0,1.0,29860123
1896,E0yVLdMEnSemeJrQJi3r,300,0.0,0.0,1.0,1.0,1.0,31499530
3025,yHkMWMZKqCs8Z1pJGYG3,213,4.0,100.0,5.0,5.0,5.0,18926276
5884,wsOTwqJfwvbj9rmKVjdp,384,1.0,100.0,4.0,4.0,4.0,48959189
1150,4vFy2PQCPzpr3GaKtStL,401,2.0,56.0,2.0,2.0,2.0,10578083
4270,VHOq72nCE0glOazhgD74,200,1.0,20.0,1.0,1.0,5.0,33179338
4161,I5Uefymq7ArJRht2oIgR,225,0.0,48.0,3.0,3.0,3.0,42171671
702,Yj6LQXMDANOdvfS2ttBt,67,2.0,78.0,4.0,4.0,4.0,37121212
5022,f725lCiZsiPEeyVrBbLq,252,2.0,57.0,3.0,3.0,3.0,19344556
5934,rX6gQVpnyBkdZyqQpRF0,331,3.0,0.0,1.0,2.0,3.0,10893837
222,n4gs36NizDth5YGJW6S4,207,5.0,48.0,3.0,4.0,4.0,22407601
126,OihW2eBmILzHYe3WduDd,276,1.0,8.0,3.0,3.0,3.0,29988245
3697,E19RqYhKORUVz15YAJNT,434,0.0,1.0,1.0,1.0,1.0,4453161
44,3J3rAMDmdaycnd5PwWgz,32,2.0,80.0,4.0,4.0,5.0,21098918
3203,VHOq72nCE0glOazhgD74,192,4.0,80.0,4.0,3.0,5.0,36404888
4806,P6bB6yYM2SN4SqvG4ov4,161,2.0,4.0,1.0,1.0,3.0,12725040
4424,xAYgvpZ61WfH1LSnRqWF,350,1.0,100.0,5.0,5.0,5.0,1782778
5652,bmrBYCnNNuEsKhIMzikX,407,1.0,80.0,4.0,5.0,3.0,40869615
748,RTGqHBjTkY28r0TF7XZj,87,0.0,5.0,2.0,1.0,1.0,36645778
2243,Yj6LQXMDANOdvfS2ttBt,63,5.0,5.0,1.0,1.0,1.0,33484580
3332,VCo3HFgiyVv5UMdQt4p3,354,3.0,85.0,5.0,5.0,5.0,38221099
334,jnV89uMqb1Mj2A1msi8U,405,0.0,100.0,5.0,5.0,5.0,44520246
4686,nd8wtwq4wq3dKhekKNG4,33,1.0,34.0,2.0,3.0,3.0,46026380
2926,KptsCpo0xHaCjbdVcjut,227,3.0,100.0,5.0,5.0,5.0,19466043
1548,Zquktfz2TbNHikrJpUAd,41,5.0,2.0,0.0,0.0,0.0,19281495
2553,BK8XqqtdVw5Yf6hPVy6K,10,0.0,76.0,5.0,3.0,4.0,18927001
3057,qXpZApZsDZvs6V1beoaB,312,0.0,3.0,2.0,5.0,1.0,8435765
3118,Yn00SUuBqT8dQE2HtuiS,231,3.0,16.0,4.0,4.0,4.0,22623660
3482,fbWf4WnRVFLE1nI1EAo9,204,1.0,5.0,3.0,1.0,4.0,19344363
3426,msNRLXUPiFScVUCZAgJm,208,3.0,100.0,5.0,5.0,5.0,31932111
2203,TPsV90U7OvmFne2E5Blv,48,1.0,100.0,5.0,5.0,5.0,33483566
4823,P6bB6yYM2SN4SqvG4ov4,190,3.0,50.0,3.0,3.0,2.0,27798040
4019,N0Wt7dOOpR3GliGdo9XT,344,0.0,2.0,1.0,1.0,1.0,26493600
3733,Fq4gMagKjpN7nOzT8xUF,439,0.0,50.0,2.0,2.0,3.0,1189938
6321,qXpZApZsDZvs6V1beoaB,432,3.0,62.0,3.0,5.0,5.0,50996805
350,LlLmn0aqPB4anBfcxFiS,15,0.0,50.0,4.0,2.0,3.0,37567700
5554,cg8NkU8krxbqEG3A46pg,242,5.0,3.0,1.0,1.0,1.0,32119938
5715,YLznrodFjw48Kluh7mlA,251,4.0,0.0,2.0,2.0,4.0,46999723
1324,7NR8OQqx1QQiCScJezce,198,3.0,70.0,5.0,5.0,5.0,38184622
2174,8aeVM4TTAhmAI07Y3jDW,36,2.0,100.0,5.0,5.0,4.0,18911288
1545,Zquktfz2TbNHikrJpUAd,41,2.0,2.5,0.0,0.0,0.0,19281495
1149,4vFy2PQCPzpr3GaKtStL,401,0.0,57.0,4.0,1.0,2.0,10578083
5257,SWFJsUqiJZj2n1MIiqcH,416,3.0,42.0,4.0,5.0,5.0,35555543
1577,KaXv5PGnIV5OFof5Wfjj,73,4.0,52.0,2.5,2.5,2.5,40443898
2869,oetSWAPsuMrd9trSSnKW,347,0.0,19.0,2.0,2.0,3.0,22620879
237,xVDCVfcLkkJ9jWDiyz2P,224,3.0,84.0,3.0,5.0,5.0,38221399
2016,cleAq2ioAlfn0f46Mm1C,249,0.0,4.0,4.0,4.0,3.0,19979341
3310,yCywdtIE7TBJqxyv7f2z,268,4.0,40.0,2.0,5.0,4.0,50026225
4819,l7hunVblTuPcE7m9O94I,161,4.0,15.0,2.0,2.0,2.0,12725040
1008,XSg7MUuDXa7ZJKI4rkrO,183,0.0,94.0,4.0,5.0,5.0,5537570
3699,E19RqYhKORUVz15YAJNT,434,2.0,43.0,1.0,1.0,4.0,4453161
2436,9lsHIqEU05S9FuSeYfje,185,3.0,42.0,3.0,4.0,4.0,11950130
5092,RCPPNzQVyDIptmB9cqkI,417,0.0,61.0,5.0,2.0,3.0,47469111
922,Iiohi8pJ0qk5etpRSPmX,248,3.0,85.0,5.0,4.0,4.0,18934277
6118,eL4vT1YKMm5vlmcVWC1y,343,3.0,2.0,1.0,5.0,5.0,44731329
4355,WQHc0FRbllerXiXsvmsW,430,5.0,4.0,1.0,2.0,2.0,6508952
5707,yU2XWyWQ2FRZGuuYJRL3,174,2.0,5.0,1.0,5.0,4.0,42757537
625,STuci5eqOjPxAphQPwHd,31,3.0,65.0,5.0,5.0,4.0,19375156
5507,xO8hpTrET6cmtyh2yJwI,404,0.0,100.0,5.0,3.0,4.0,19662092
592,Yj6LQXMDANOdvfS2ttBt,23,0.0,6.0,1.0,1.0,1.0,23285855
596,Yj6LQXMDANOdvfS2ttBt,23,4.0,5.0,1.0,1.0,2.0,23285855
2540,AsuPCbpO7wbftRH8EaZ9,353,5.0,29.0,4.0,1.0,5.0,299220
1226,VL0eu9iS1J787bjluUut,166,1.0,10.0,1.0,3.0,2.0,15539952
1921,7WARaAOYu0WDD6E0k3RW,421,1.0,100.0,5.0,5.0,5.0,19516531
4323,ZAnCEHfIyt2TEHHicPRw,243,1.0,2.0,2.0,2.0,3.0,39456345
4015,IdVkr1qUMzlvXabrkXjy,344,2.0,6.0,3.0,2.0,1.0,26493600
4214,QTiIqEmMuWtCu6ustxKd,412,5.0,4.0,2.0,3.0,3.0,46795331
336,jnV89uMqb1Mj2A1msi8U,405,3.0,100.0,5.0,5.0,5.0,44520246
4486,Llmz8QI1EeQ2ltuHIsuM,305,3.0,0.0,1.0,4.0,5.0,47666770
1997,Zfu08dIuWInAu4nIUNDz,20,5.0,5.0,1.0,1.0,1.0,4114401
4491,n4gs36NizDth5YGJW6S4,305,2.0,36.0,3.0,3.0,4.0,47666770
1985,qIWZUWljoKZe0EhZc3nV,17,5.0,12.0,1.0,5.0,5.0,34425626
1429,5o0BzOf8tB5Nmqq0PZhq,314,0.0,45.0,3.0,2.0,1.0,19478107
5225,T7dg0Qk4bKXgDUXOW1fy,59,1.0,70.0,4.0,3.0,5.0,21825921
1957,hsLqYRkRStC0SqhXPl5d,25,1.0,2.0,1.0,1.0,2.0,40943207
2739,cQKA2JC8BgDHjWZ1zBQB,30,2.0,67.0,2.0,5.0,5.0,34427690
89,2A3vufN4i9rjh7rWaFyh,177,0.0,1.0,1.0,1.0,3.0,35551047
3400,E19RqYhKORUVz15YAJNT,424,0.0,100.0,5.0,5.0,5.0,21359392
6069,cuQhqYgprMUVViT96DQm,409,1.0,0.0,1.0,3.0,3.0,7535196
5438,VEIASWam8JwJZCTh9Fpm,228,3.0,21.0,2.0,3.0,3.0,20365622
5011,RCPPNzQVyDIptmB9cqkI,252,3.0,57.0,4.0,5.0,3.0,19344556
285,uFvTqxK8QTtDdy17GvjJ,297,3.0,1.0,0.0,0.0,0.0,51013271
678,qIWZUWljoKZe0EhZc3nV,52,2.0,5.0,1.0,4.0,1.0,19513050
4810,VMjLxkBWeElgl1eM31V5,161,1.0,90.0,4.0,4.0,4.0,12725040
4480,lcEtQQJJEqyFBpL4gpdH,212,3.0,5.0,1.0,3.0,1.0,1189609
1535,RTGqHBjTkY28r0TF7XZj,41,4.0,66.0,4.0,5.0,5.0,19281495
5872,Yn00SUuBqT8dQE2HtuiS,384,1.0,28.0,3.0,3.0,3.0,48959189
5323,cleAq2ioAlfn0f46Mm1C,351,3.0,5.0,2.0,4.0,1.0,5581952
3104,EborwT4TWEmbhWWsul97,231,1.0,95.0,5.0,4.0,5.0,22623660
4133,t8Q58CA6780U32ZsMR0T,375,2.0,19.0,3.0,2.0,4.0,40093089
3889,GsmNTCwyjPmGBpQTER7Y,330,0.0,100.0,5.0,5.0,5.0,6525166
2355,soo7FGnITKEf0ZpQ3GD1,167,4.0,10.0,1.0,3.0,4.0,26086319
567,3J3rAMDmdaycnd5PwWgz,5,5.0,60.0,2.0,3.0,4.0,43419616
